0 0 1783910 1783890 0.000000 514 24094
0 1 1853560 1853550 0.000000 578 1101
0 2 1835540 1835530 0.000000 570 1041
0 3 1855690 1855680 0.000000 537 963
0 4 1766250 1766240 0.000000 653 1232
0 5 1838950 1838940 0.000000 555 1085
0 6 1839720 1839710 0.000000 602 1188
0 7 1777810 1777800 0.000000 613 1045
0 8 1832240 1832230 0.000000 624 1224
0 9 1831650 1831640 0.000000 542 1091
0 10 1822630 1822620 0.000000 547 781
0 11 1850310 1850300 0.000000 562 751
0 12 1800780 1800770 0.000000 585 810
0 13 1848080 1848070 0.000000 533 735
0 14 1842410 1842400 0.000000 555 745
0 15 1836810 1836800 0.000000 563 762
0 16 1856300 1856290 0.000000 541 731
0 17 1791070 1791060 0.000000 598 902
0 18 1828230 1828220 0.000000 579 773
0 19 1857920 1857910 0.000000 582 759
0 0 79000 77000 1.000000 925241 44993
0 1 13000 13000 0.000000 15767209 48728
0 2 13000 13000 0.000000 15681813 45257
0 3 12000 12000 0.000000 15729433 42629
0 4 13000 13000 0.000000 15745327 48126
0 5 13000 13000 0.000000 15739220 46258
0 6 13000 13000 0.000000 15259399 43826
0 7 12000 12000 0.000000 16353358 50628
0 8 13000 13000 0.000000 15827234 50182
0 9 12000 12000 0.000000 15773643 49466
0 10 13000 13000 0.000000 15887418 46096
0 0 45441024 45424640 0.000000 2773 44308
0 1 102670336 102670336 0.000000 2509 4005
0 2 104448000 104448000 0.000000 2644 4443
0 3 103841792 103841792 0.000000 3437 6169
0 4 104603648 104603648 0.000000 3271 6004
0 5 102400000 102400000 0.000000 4687 7730
0 6 101687296 101687296 0.000000 5139 7043
0 7 103448576 103448576 0.000000 3134 5235
0 8 101597184 101597184 0.000000 3479 5987
0 9 99278848 99180544 0.000000 7377 8395
0 0 86000 84000 1.000000 2075541 46592
0 1 13000 13000 0.000000 16142760 45311
0 2 12000 12000 0.000000 15516342 49599
0 3 13000 13000 0.000000 15699749 47385
0 4 13000 13000 0.000000 15708984 42702
0 5 13000 13000 0.000000 15706310 45554
0 6 12000 12000 0.000000 15614519 46884
0 7 13000 13000 0.000000 15761577 43082
0 8 12000 12000 0.000000 16103626 42068
0 9 13000 13000 0.000000 15837261 44559
0 10 13000 13000 0.000000 15824746 41417
0 11 12000 12000 0.000000 15573663 44207
0 12 13000 13000 0.000000 15919549 46384
0 13 13000 13000 0.000000 15890796 50646
0 14 13000 13000 0.000000 15401440 41912
0 15 12000 12000 0.000000 15692886 49017
0 16 13000 13000 0.000000 15957969 48233
0 17 13000 13000 0.000000 15469555 45619
0 18 12000 12000 0.000000 15691692 44239
0 19 13000 13000 0.000000 16036932 48587
0 0 23112000 23100000 0.000000 5382 45705
0 1 71616000 71616000 0.000000 4518 7119
0 2 71496000 71496000 0.000000 4281 6725
0 3 70488000 70488000 0.000000 4164 6371
0 4 70104000 70104000 0.000000 3937 6422
0 5 71580000 71580000 0.000000 4088 6578
0 6 66816000 66816000 0.000000 4382 6439
0 7 71292000 71292000 0.000000 3704 5641
0 8 69792000 69792000 0.000000 4078 6522
0 9 66120000 66120000 0.000000 4185 6122
0 10 71400000 71400000 0.000000 3972 6701
0 11 71412000 71412000 0.000000 4205 6137
0 12 68364000 68364000 0.000000 3723 5618
0 13 70428000 70428000 0.000000 4449 6936
0 0 56424000 56400000 0.000000 8331 46159
0 1 58716000 58716000 0.000000 8538 6708
0 2 58764000 58764000 0.000000 8556 7109
0 3 59064000 59064000 0.000000 8843 6340
0 4 58920000 58920000 0.000000 8627 6224
0 5 59112000 59112000 0.000000 8763 5911
0 6 58872000 58872000 0.000000 8525 6546
0 7 58656000 58656000 0.000000 8540 7241
0 8 58992000 58992000 0.000000 9399 6192
0 9 58992000 58992000 0.000000 8795 6443
0 10 59100000 59100000 0.000000 8730 6193
0 11 59100000 59100000 0.000000 8794 6467
0 12 59052000 59052000 0.000000 9247 6953
0 13 58164000 58164000 0.000000 7723 6166
0 14 59124000 59124000 0.000000 8813 6103
0 15 59088000 59088000 0.000000 8892 5879
0 16 59136000 59136000 0.000000 8532 5930
0 17 58464000 58464000 0.000000 8467 7133
0 18 59112000 59112000 0.000000 8647 5760
0 19 58044000 58044000 0.000000 7902 7067
