0 0 9254000 9240000 0.000000 37377 44785
0 1 35392000 35343000 0.000000 75935 39414
0 2 32802000 32802000 0.000000 87727 46886
0 3 41510000 41510000 0.000000 18010 13582
0 4 38857000 38843000 0.000000 34398 28244
0 5 41496000 41496000 0.000000 15936 12185
0 6 41720000 41713000 0.000000 17988 13003
0 7 41517000 41517000 0.000000 18646 13686
0 8 39816000 39809000 0.000000 30112 23945
0 9 38941000 38941000 0.000000 33168 26927
0 10 36995000 36988000 0.000000 53891 46708
0 11 35455000 35385000 0.000000 87345 47442
0 12 35294000 35266000 0.000000 72660 44655
0 13 35350000 35315000 0.000000 94895 49161
0 14 36162000 36162000 0.000000 48137 40798
0 15 34020000 34020000 0.000000 63240 54571
0 16 36036000 36036000 0.000000 51103 43461
0 17 37415000 37408000 0.000000 41243 34470
0 18 35196000 35196000 0.000000 51787 43776
0 19 36155000 36155000 0.000000 43032 35950
0 0 30646000 30632000 0.000000 43282 46162
0 1 32809000 32767000 0.000000 93086 52280
0 2 35063000 35021000 0.000000 86079 45417
0 3 37429000 37422000 0.000000 46308 39128
0 4 44744000 44744000 0.000000 27845 23432
0 5 36750000 36701000 0.000000 96265 46948
0 6 35945000 35945000 0.000000 73978 42306
0 7 34951000 34944000 0.000000 82917 40734
0 8 29393000 29386000 0.000000 133293 47166
0 9 39753000 39746000 0.000000 69913 47494
0 10 33061000 33047000 0.000000 147068 47886
0 11 27342000 27300000 0.000000 174560 46518
0 12 23268000 23205000 0.000000 270788 45893
0 13 29218000 29078000 0.000000 188336 43398
0 14 35154000 35126000 0.000000 105398 41395
0 15 36218000 36211000 0.000000 101618 39889
0 16 34111000 34104000 0.000000 117993 45851
0 17 39053000 39046000 0.000000 79270 37785
0 18 33131000 33089000 0.000000 119488 44268
0 19 32949000 32935000 0.000000 108553 44847
0 0 4018000 3997000 0.000000 1025120 46753
0 1 8183000 8113000 0.000000 1349157 46983
0 2 10066000 9982000 0.000000 1112640 45080
0 3 11172000 11081000 0.000000 814050 43065
0 4 5831000 5810000 0.000000 1780176 47310
0 5 8946000 8862000 0.000000 1255751 46142
0 6 6783000 6727000 0.000000 1539455 47422
0 7 9779000 9779000 0.000000 694771 45739
0 8 7371000 7350000 0.000000 1365007 46956
0 9 10234000 10199000 0.000000 918700 44622
0 10 9989000 9947000 0.000000 903890 44360
0 11 10003000 9947000 0.000000 850535 43550
0 12 8960000 8904000 0.000000 1059602 43939
0 13 10227000 10164000 0.000000 935358 46688
0 14 9051000 8960000 1.000000 1085776 43180
0 15 8162000 8120000 0.000000 892159 43501
0 16 7448000 7343000 1.000000 1694373 44538
0 17 9520000 9436000 0.000000 1221534 44184
0 18 7511000 7476000 0.000000 1235505 44231
0 19 8442000 8393000 0.000000 1205803 44974
