0 0 10 26900 0.000000 1027 2531
0 1 10 1701560 0.000000 632 1341
0 2 10 1710590 0.000000 663 1358
0 3 10 1852100 0.000000 542 969
0 4 10 1715140 0.000000 566 1260
0 5 10 1850930 0.000000 549 858
0 6 10 1854170 0.000000 513 792
0 7 10 1857550 0.000000 517 817
0 8 10 1838000 0.000000 434 1028
0 9 10 1827150 0.000000 513 1111
0 10 10 1858290 0.000000 554 818
0 11 10 1850980 0.000000 528 1029
0 12 10 1856020 0.000000 495 903
0 13 10 1852040 0.000000 515 875
0 14 10 1851200 0.000000 520 957
0 15 10 1850430 0.000000 487 1015
0 16 10 1833910 0.000000 559 1472
0 17 10 1857730 0.000000 529 844
0 18 10 1853030 0.000000 499 902
0 19 10 1844870 0.000000 472 953
